rank,company_name,company_link,country,company_background,company_info,unicorn_joined_date,unicorn_joined_year,sector,city,stage,founded_year,time_to_unicorn,months_to_unicorn,round_led_by,top_investor_1,top_investor_2,top_investors,valuation_usd_bn,total_funding_usd_mn,annual_revenue_cr,employees,latest_round,round_stage,round_year,round_amount_mn,embedding_text
27,Lenskart,https://tracxn.com/d/companies/lenskart/___iTt2Jy6JysARQorLJFwFL6n5oSjQQUWVYgxYO7EQpY,India,"Online brand offering eyewear for men, women and kids. The product catalog includes sunglasses, contact lenses, screen glasses, progressive glasses, and more from different brands. It also enables users to virtually try the glasses and home eye-test on the mobile application. The application is available on both iOS and Android platforms.","Lenskart joined the Unicorn Club on Dec 20, 2019",2019-12-20,2019,fashion_tech,gurgaon,Series I,2010,9 years 11 months,119,,ChrysCapital,TPG,"ChrysCapital, TPG",5.6,1080.0,5610.0,41.0,"Series I, Jul 21, 2023, $18.2M",Series I,2023,18.2,"Lenskart is an Indian unicorn startup. It operates in the fashion_tech sector. It is based in Gurgaon. Current stage: Series I. Online brand offering eyewear for men, women and kids. The product catalog includes sunglasses, contact lenses, screen glasses, progressive glasses, and more from different brands. It also enables users to virtually try the glasses and home eye-test on the mobile application. The application is available on both iOS and Android platforms. Lenskart joined the Unicorn Club on Dec 20, 2019 Founded in 2010. Time taken to reach unicorn status: 9 years 11 months. Joined the unicorn club on 2019-12-20. Became a unicorn in 2019. Investors include ChrysCapital, TPG. Valuation: 5.6 billion USD. Total funding raised: 1080.0 million USD. Annual revenue: 5610.0 crore INR. It employs approximately 41 people. Latest funding round: Series I. The round took place in 2023. Round amount: 18.2 million USD."
26,Rivigo,https://tracxn.com/d/companies/rivigo/__mRYa8e_VUFaS5UQkle-1TyIsReuwCXCZsbr23af_aqQ,India,"Online platform offering B2B logistics and trucking services. It networks truckers and shippers for the transportation of freight. It provides cold chain, partial truckload, full truckload, express, and 3PL shipments. It utilizes a driver relay model to provide relay trucking services. Users can book and track shipments online.","Rivigo joined the Unicorn Club on Sep 26, 2019 after raising a $4.9M Series E funding round led by .",2019-09-26,2019,logistics_tech,gurgaon,Series H,2014,5 years 8 months,68,KB Financial Group,Warburg Pincus,Bessemer Venture Partners,"Warburg Pincus, Bessemer Venture Partners",0.03,314.0,6.8,31.0,"Series H, Aug 03, 2022, $2.03M",Series H,2022,2.0,"Rivigo is an Indian unicorn startup. It operates in the logistics_tech sector. It is based in Gurgaon. Current stage: Series H. Online platform offering B2B logistics and trucking services. It networks truckers and shippers for the transportation of freight. It provides cold chain, partial truckload, full truckload, express, and 3PL shipments. It utilizes a driver relay model to provide relay trucking services. Users can book and track shipments online. Rivigo joined the Unicorn Club on Sep 26, 2019 after raising a $4.9M Series E funding round led by . Founded in 2014. Time taken to reach unicorn status: 5 years 8 months. Joined the unicorn club on 2019-09-26. Became a unicorn in 2019. Investors include Warburg Pincus, Bessemer Venture Partners, latest round led by KB Financial Group. Valuation: 0.03 billion USD. Total funding raised: 314.0 million USD. Annual revenue: 6.8 crore INR. It employs approximately 31 people. Latest funding round: Series H. The round took place in 2022. Round amount: 2.0 million USD."
25,Icertis,https://tracxn.com/d/companies/icertis/__OqW1f7Fcf6Ue7D7UGy6OBRv0PPqutOPzj3b48GO6gi0,United States,AI powered contract management platform. It leverages AI to automate the contract creation process. It allows users to review the contracts and provide insights into contract redlines. The platform allows users to analyze contract documents and generate insights to support the decision-making process and contract negotiations. The AI identifies contract attributes and clauses and matches it to the appropriate contract type.,"Icertis joined the Unicorn Club on Jul 17, 2019 after raising a $115M Series E funding round led by , , valuing it at $1B.",2019-07-17,2019,legal_tech,bellevue,Series F,2009,10 years 6 months,126,Greycroft,Cross Creek,Meritech,"Cross Creek, Meritech",0.497,,45500.0,1745.0,"Series F, Mar 04, 2025, $50M",Series F,2025,50.0,"Icertis is an Indian unicorn startup. It operates in the legal_tech sector. It is based in Bellevue. Current stage: Series F. AI powered contract management platform. It leverages AI to automate the contract creation process. It allows users to review the contracts and provide insights into contract redlines. The platform allows users to analyze contract documents and generate insights to support the decision-making process and contract negotiations. The AI identifies contract attributes and clauses and matches it to the appropriate contract type. Icertis joined the Unicorn Club on Jul 17, 2019 after raising a $115M Series E funding round led by , , valuing it at $1B. Founded in 2009. Time taken to reach unicorn status: 10 years 6 months. Joined the unicorn club on 2019-07-17. Became a unicorn in 2019. Investors include Cross Creek, Meritech, latest round led by Greycroft. Valuation: 0.497 billion USD. Annual revenue: 45500.0 crore INR. It employs approximately 1745 people. Latest funding round: Series F. The round took place in 2025. Round amount: 50.0 million USD."
24,CitiusTech,https://tracxn.com/d/companies/citiustech/__HhFBj0sChHMdFtqxu5wk0lkTB7vtkenQTaqqTrnc9GM,India,"CitiusTech offers analytical solutions and technology services for healthcare providers. The company offers the products like BI-Clinical, the healthcare analytics platform of CitiusTech, offers capabilities for shared risk management, population health management, and care coordination; provides predictive analytics tools such as Readmission Management, Claim Analytics, Bundled Payments, Population Viewer, and Value-Based Purchasing; and Offers clinical, financial, operational and regulatory reporting. CQ-IQ, a cloud-hosted clinical rules engine that offers Clinical Quality Measures computation capabilities.","CitiusTech joined the Unicorn Club on Jul 12, 2019",2019-07-12,2019,healthcare_it,mumbai,Acquired,2005,14 years 6 months,174,,Bain Capital Private Equity,General Atlantic,"Bain Capital Private Equity, General Atlantic",2.2,1070.0,3550.0,5369.0,"PE, Oct 20, 2022, $960M",PE,2022,960.0,"CitiusTech is an Indian unicorn startup. It operates in the healthcare_it sector. It is based in Mumbai. Current stage: Acquired. CitiusTech offers analytical solutions and technology services for healthcare providers. The company offers the products like BI-Clinical, the healthcare analytics platform of CitiusTech, offers capabilities for shared risk management, population health management, and care coordination; provides predictive analytics tools such as Readmission Management, Claim Analytics, Bundled Payments, Population Viewer, and Value-Based Purchasing; and Offers clinical, financial, operational and regulatory reporting. CQ-IQ, a cloud-hosted clinical rules engine that offers Clinical Quality Measures computation capabilities. CitiusTech joined the Unicorn Club on Jul 12, 2019 Founded in 2005. Time taken to reach unicorn status: 14 years 6 months. Joined the unicorn club on 2019-07-12. Became a unicorn in 2019. Investors include Bain Capital Private Equity, General Atlantic. Valuation: 2.2 billion USD. Total funding raised: 1070.0 million USD. Annual revenue: 3550.0 crore INR. It employs approximately 5369 people. Latest funding round: PE. The round took place in 2022. Round amount: 960.0 million USD."
23,Ola Electric,https://tracxn.com/d/companies/ola-electric/__6IJkJRdLTLqpbr0U9y9iAZUrtZVZC1HCfmjdnQe6edo,India,"Manufacturer of electric scooters and motorcycles. The company designs, manufactures, and sells a range of electric two-wheelers for personal and commercial use. These vehicles are offered in various models with differing performance specifications and price points. The company also provides related services such as maintenance and repair. A focus on technological innovation is evident in the design and manufacturing processes.","Ola Electric joined the Unicorn Club on Jul 02, 2019 after raising a $267M Series B funding round led by , valuing it at $356M.",2019-07-02,2019,mobility,bangalore,Public,2017,2 years 6 months,30,SoftBank,Temasek,SBI,"Temasek, SBI",1.0,,5240.0,10.0,"Conventional Debt, Jun 12, 2024, $12M",Conventional Debt,2024,12.0,"Ola Electric is an Indian unicorn startup. It operates in the mobility sector. It is based in Bangalore. Current stage: Public. Manufacturer of electric scooters and motorcycles. The company designs, manufactures, and sells a range of electric two-wheelers for personal and commercial use. These vehicles are offered in various models with differing performance specifications and price points. The company also provides related services such as maintenance and repair. A focus on technological innovation is evident in the design and manufacturing processes. Ola Electric joined the Unicorn Club on Jul 02, 2019 after raising a $267M Series B funding round led by , valuing it at $356M. Founded in 2017. Time taken to reach unicorn status: 2 years 6 months. Joined the unicorn club on 2019-07-02. Became a unicorn in 2019. Investors include Temasek, SBI, latest round led by SoftBank. Valuation: 1.0 billion USD. Annual revenue: 5240.0 crore INR. It employs approximately 10 people. Latest funding round: Conventional Debt. The round took place in 2024. Round amount: 12.0 million USD."
22,Druva,https://tracxn.com/d/companies/druva/__AJfABjHW0h9ZB_TZLXvdirNPQApkXQ1vrMeIOu2-dVk,United States,"Cloud data platform offering data backup and protection solutions. It provides a suite of endpoint data management solutions for enterprises. Its flagship product offers an enterprise mobile workforce with backup, IT managed file sharing, data loss prevention along with data de deduplication, and rich analytics. It supports deployment in a public cloud, private cloud, or on premise. The solution manages and protects data across devices with features such as mobile backup, remote wipe, device encryption, geolocation, and more.","Druva joined the Unicorn Club on Jun 20, 2019",2019-06-20,2019,cybersecurity,santa clara,Series H,2008,11 years 5 months,137,,IT Operations,Enterprise Storage,"IT Operations, Enterprise Storage",2.0,475.0,445.0,314.0,"Series H, Apr 19, 2021, $147M",Series H,2021,147.0,"Druva is an Indian unicorn startup. It operates in the cybersecurity sector. It is based in Santa Clara. Current stage: Series H. Cloud data platform offering data backup and protection solutions. It provides a suite of endpoint data management solutions for enterprises. Its flagship product offers an enterprise mobile workforce with backup, IT managed file sharing, data loss prevention along with data de deduplication, and rich analytics. It supports deployment in a public cloud, private cloud, or on premise. The solution manages and protects data across devices with features such as mobile backup, remote wipe, device encryption, geolocation, and more. Druva joined the Unicorn Club on Jun 20, 2019 Founded in 2008. Time taken to reach unicorn status: 11 years 5 months. Joined the unicorn club on 2019-06-20. Became a unicorn in 2019. Investors include IT Operations, Enterprise Storage. Valuation: 2.0 billion USD. Total funding raised: 475.0 million USD. Annual revenue: 445.0 crore INR. It employs approximately 314 people. Latest funding round: Series H. The round took place in 2021. Round amount: 147.0 million USD."
21,Zoho,https://tracxn.com/d/companies/zoho/__nGqGUzgulP1GCqqp47DM8-6vVowKLM8i_NG31Xfiv2Q,India,"Provider of enterprise collaboration and HR management solutions including diversified business softwares. It provides applications for businesses such as customer relationship management, form building, workplace management, marketing tool, sales map visualization, accounting management, and more. The features include project management, invoice generation, productivity tracking, electronic signature, visitors report tracking, appointment scheduling, HR process automation, recruitment and payroll processing, bug tracking, and more. The platform also offers a contract management tool to build, analyze, and manage legal contracts in real time. It is a tool available on the subscription based pricing model.","Zoho joined the Unicorn Club on Apr 20, 2019",2019-04-20,2019,sales_force_automation,chennai,Unfunded,1996,23 years 3 months,279,,Enterprise Collaboration,Customer Service Software,"Enterprise Collaboration, Customer Service Software",,,48900.0,,"34,180 as on Jan 31, 2025",34,2025,,"Zoho is an Indian unicorn startup. It operates in the sales_force_automation sector. It is based in Chennai. Current stage: Unfunded. Provider of enterprise collaboration and HR management solutions including diversified business softwares. It provides applications for businesses such as customer relationship management, form building, workplace management, marketing tool, sales map visualization, accounting management, and more. The features include project management, invoice generation, productivity tracking, electronic signature, visitors report tracking, appointment scheduling, HR process automation, recruitment and payroll processing, bug tracking, and more. The platform also offers a contract management tool to build, analyze, and manage legal contracts in real time. It is a tool available on the subscription based pricing model. Zoho joined the Unicorn Club on Apr 20, 2019 Founded in 1996. Time taken to reach unicorn status: 23 years 3 months. Joined the unicorn club on 2019-04-20. Became a unicorn in 2019. Investors include Enterprise Collaboration, Customer Service Software. Annual revenue: 48900.0 crore INR. Latest funding round: 34. The round took place in 2025."
20,Dream11,https://tracxn.com/d/companies/dream11/__1dAVn3JI_7QbZShc9kcJ2YGsdEGr8s3l1MZSoAbKF_A,India,"Online fantasy sports platform that allows users to create virtual teams of real sports players. It allows users to create the virtual team by selecting players using credits and joining the contest to play various sports including cricket, football and kabaddi and redeem rewards. It allows users to join public, private, head to head, or mega contests, including paid contests and practice contests.","Dream11 joined the Unicorn Club on Apr 09, 2019",2019-04-09,2019,sports_tech,mumbai,Series D,2008,11 years 3 months,135,,Tencent,Multiples Alternate Asset Management,"Tencent, Multiples Alternate Asset Management",8.0,100.0,6580.0,1231.0,"Series D, Sep 06, 2018, $100M",Series D,2018,100.0,"Dream11 is an Indian unicorn startup. It operates in the sports_tech sector. It is based in Mumbai. Current stage: Series D. Online fantasy sports platform that allows users to create virtual teams of real sports players. It allows users to create the virtual team by selecting players using credits and joining the contest to play various sports including cricket, football and kabaddi and redeem rewards. It allows users to join public, private, head to head, or mega contests, including paid contests and practice contests. Dream11 joined the Unicorn Club on Apr 09, 2019 Founded in 2008. Time taken to reach unicorn status: 11 years 3 months. Joined the unicorn club on 2019-04-09. Became a unicorn in 2019. Investors include Tencent, Multiples Alternate Asset Management. Valuation: 8.0 billion USD. Total funding raised: 100.0 million USD. Annual revenue: 6580.0 crore INR. It employs approximately 1231 people. Latest funding round: Series D. The round took place in 2018. Round amount: 100.0 million USD."
19,Bigbasket,https://tracxn.com/d/companies/bigbasket/__lgBEzK2HajAJWbmAO0CnrQYnIPr1qailEUYRD4zGXVU,India,"Online retailer offering multi-category grocery products. The platform allows users to purchase products across various categories including fruits, vegetables, staples, baked products, snacks, beverages, meat, seafood, eggs, and more. It also provides personal care, baby care, electronics, pet care, home care products, and more. The mobile application is available on Android and iOS platforms.","Bigbasket joined the Unicorn Club on Mar 28, 2019 after raising a $151M Series F funding round led by , valuing it at $1.17B.",2019-03-28,2019,online_grocery,bangalore,Acquired,2011,8 years 2 months,98,Mirae Asset Venture Investments,Sands Capital Ventures,Bessemer Venture Partners,"Sands Capital Ventures, Bessemer Venture Partners",2.462,943.0,10100.0,19111.0,"Series G, Dec 21, 2022, $200M",Series G,2022,200.0,"Bigbasket is an Indian unicorn startup. It operates in the online_grocery sector. It is based in Bangalore. Current stage: Acquired. Online retailer offering multi-category grocery products. The platform allows users to purchase products across various categories including fruits, vegetables, staples, baked products, snacks, beverages, meat, seafood, eggs, and more. It also provides personal care, baby care, electronics, pet care, home care products, and more. The mobile application is available on Android and iOS platforms. Bigbasket joined the Unicorn Club on Mar 28, 2019 after raising a $151M Series F funding round led by , valuing it at $1.17B. Founded in 2011. Time taken to reach unicorn status: 8 years 2 months. Joined the unicorn club on 2019-03-28. Became a unicorn in 2019. Investors include Sands Capital Ventures, Bessemer Venture Partners, latest round led by Mirae Asset Venture Investments. Valuation: 2.462 billion USD. Total funding raised: 943.0 million USD. Annual revenue: 10100.0 crore INR. It employs approximately 19111 people. Latest funding round: Series G. The round took place in 2022. Round amount: 200.0 million USD."
18,Delhivery,https://tracxn.com/d/companies/delhivery/__es0yrPs6KbEBQ0r2g3HFqyrlbk3zkjh9HBLJotHMp10,India,"Integrated logistics provider offering parcel, warehousing, cross-border, and fulfillment services. It provides services to businesses and individuals. It is an integrated 3PL service provider and offers a comprehensive suite of solutions to clients across various industries. It enables logistics management, allowing clients to track their shipments and manage their delivery operations. Its solutions include last-mile delivery service, third-party and transit warehousing, reverse logistics, payment collection, vendor-to-warehouse and customer shipping, and more.","Delhivery joined the Unicorn Club on Mar 07, 2019",2019-03-07,2019,logistics_tech,gurgaon,Public,2011,8 years 2 months,98,,E-Commerce Enablers,CPP Investments,"E-Commerce Enablers, CPP Investments",1.25,,8590.0,24590.0,"Series H, Dec 08, 2021, $98.8M",Series H,2021,98.8,"Delhivery is an Indian unicorn startup. It operates in the logistics_tech sector. It is based in Gurgaon. Current stage: Public. Integrated logistics provider offering parcel, warehousing, cross-border, and fulfillment services. It provides services to businesses and individuals. It is an integrated 3PL service provider and offers a comprehensive suite of solutions to clients across various industries. It enables logistics management, allowing clients to track their shipments and manage their delivery operations. Its solutions include last-mile delivery service, third-party and transit warehousing, reverse logistics, payment collection, vendor-to-warehouse and customer shipping, and more. Delhivery joined the Unicorn Club on Mar 07, 2019 Founded in 2011. Time taken to reach unicorn status: 8 years 2 months. Joined the unicorn club on 2019-03-07. Became a unicorn in 2019. Investors include E-Commerce Enablers, CPP Investments. Valuation: 1.25 billion USD. Annual revenue: 8590.0 crore INR. It employs approximately 24590 people. Latest funding round: Series H. The round took place in 2021. Round amount: 98.8 million USD."
17,BillDesk,https://tracxn.com/d/companies/billdesk/__JJVwLlDrnFB-k_4gcDskewWFbd-BgdK20h9Otpmko48,India,"Provider of an online payment gateway platform. It is a provider of integrated payment solutions, enabling customers to make recurring payments across various platforms. The company's technology platform facilitates transactions, utilizing digital payment modes such as Cards, eNACH, and UPI AutoPay. It provides users with various payment solutions to businesses such as online payments, international payments, tokenization, recurring payments, biller network solutions, payment aggregator, and more.","BillDesk joined the Unicorn Club on Nov 16, 2018",2018-11-16,2018,fintech,mumbai,Series D,2000,18 years 10 months,226,,General Atlantic,Temasek,"General Atlantic, Temasek",1.253,186.0,2770.0,749.0,"Series D, Jan 17, 2019, $84.8M",Series D,2019,84.8,"BillDesk is an Indian unicorn startup. It operates in the fintech sector. It is based in Mumbai. Current stage: Series D. Provider of an online payment gateway platform. It is a provider of integrated payment solutions, enabling customers to make recurring payments across various platforms. The company's technology platform facilitates transactions, utilizing digital payment modes such as Cards, eNACH, and UPI AutoPay. It provides users with various payment solutions to businesses such as online payments, international payments, tokenization, recurring payments, biller network solutions, payment aggregator, and more. BillDesk joined the Unicorn Club on Nov 16, 2018 Founded in 2000. Time taken to reach unicorn status: 18 years 10 months. Joined the unicorn club on 2018-11-16. Became a unicorn in 2018. Investors include General Atlantic, Temasek. Valuation: 1.253 billion USD. Total funding raised: 186.0 million USD. Annual revenue: 2770.0 crore INR. It employs approximately 749 people. Latest funding round: Series D. The round took place in 2019. Round amount: 84.8 million USD."
16,Udaan,https://tracxn.com/d/companies/udaan/__dqg_mEy88BVRHGJGLspfldbOffAPjD1ia0HEcVfN0oo,India,"Online B2B marketplace offering multi-category products. It enables retailers and businesses to discover and buy products such as groceries, baby care products, hardware tools, sports equipment, electronics, clothing, fashion accessories, home furnishing products, medicines, and more. Its mobile app is available for Android and iOS users.","Udaan joined the Unicorn Club on Sep 03, 2018 after raising a $225M Series C funding round led by , , valuing it at $1.02B.",2018-09-03,2018,b2b_e-commerce,bangalore,Series G,2016,2 years 8 months,32,DST Global Solutions,Nomura,Catamaran,"Nomura, Catamaran",1.8,1950.0,346.0,1928.0,"Series G, Feb 17, 2025, $75M",Series G,2025,75.0,"Udaan is an Indian unicorn startup. It operates in the b2b_e-commerce sector. It is based in Bangalore. Current stage: Series G. Online B2B marketplace offering multi-category products. It enables retailers and businesses to discover and buy products such as groceries, baby care products, hardware tools, sports equipment, electronics, clothing, fashion accessories, home furnishing products, medicines, and more. Its mobile app is available for Android and iOS users. Udaan joined the Unicorn Club on Sep 03, 2018 after raising a $225M Series C funding round led by , , valuing it at $1.02B. Founded in 2016. Time taken to reach unicorn status: 2 years 8 months. Joined the unicorn club on 2018-09-03. Became a unicorn in 2018. Investors include Nomura, Catamaran, latest round led by DST Global Solutions. Valuation: 1.8 billion USD. Total funding raised: 1950.0 million USD. Annual revenue: 346.0 crore INR. It employs approximately 1928 people. Latest funding round: Series G. The round took place in 2025. Round amount: 75.0 million USD."
15,Freshworks,https://tracxn.com/d/companies/freshworks/__sdAZPpDewSJI0KHSB8Kbvoh4RqMCxNc5877OX-oMnfI,United States,"Cloud-based business process management suite solutions. The product portfolio includes customer support, IT service management, chat application, sales CRM, project management, recruitment management, employee engagement, enterprise automation, and collaboration, and more. It provides AI solutions for multi functional features and sectors.","Freshworks joined the Unicorn Club on Jul 31, 2018",2018-07-31,2018,customer_service_software,san mateo,Public,2010,8 years 6 months,102,,Sales Force Automation,MarketingTech,"Sales Force Automation, MarketingTech",0.499,,6552.0,4400.0,"Series H, Nov 04, 2019, $250M",Series H,2019,250.0,"Freshworks is an Indian unicorn startup. It operates in the customer_service_software sector. It is based in San Mateo. Current stage: Public. Cloud-based business process management suite solutions. The product portfolio includes customer support, IT service management, chat application, sales CRM, project management, recruitment management, employee engagement, enterprise automation, and collaboration, and more. It provides AI solutions for multi functional features and sectors. Freshworks joined the Unicorn Club on Jul 31, 2018 Founded in 2010. Time taken to reach unicorn status: 8 years 6 months. Joined the unicorn club on 2018-07-31. Became a unicorn in 2018. Investors include Sales Force Automation, MarketingTech. Valuation: 0.499 billion USD. Annual revenue: 6552.0 crore INR. It employs approximately 4400 people. Latest funding round: Series H. The round took place in 2019. Round amount: 250.0 million USD."
14,Policybazaar,https://tracxn.com/d/companies/policybazaar/__w_YD6d9wENS1XXRCs2QJrAThOj36deuCPtZS4GvVByo,India,"Online platform for insurance buyers in India, offering a wide range of life insurance and general insurance plans.","Policybazaar joined the Unicorn Club on Jun 25, 2018",2018-06-25,2018,internet_first_insurance_platforms,gurgaon,Late Stage,2008,10 years 5 months,125,,Premji Invest,Burman Family Holdings,"Premji Invest, Burman Family Holdings",,,3820.0,,"Post IPO, Oct 14, 2017, $7.69M",Post IPO,2017,7.7,"Policybazaar is an Indian unicorn startup. It operates in the internet_first_insurance_platforms sector. It is based in Gurgaon. Current stage: Late Stage. Online platform for insurance buyers in India, offering a wide range of life insurance and general insurance plans. Policybazaar joined the Unicorn Club on Jun 25, 2018 Founded in 2008. Time taken to reach unicorn status: 10 years 5 months. Joined the unicorn club on 2018-06-25. Became a unicorn in 2018. Investors include Premji Invest, Burman Family Holdings. Annual revenue: 3820.0 crore INR. Latest funding round: Post IPO. The round took place in 2017. Round amount: 7.7 million USD."
13,Swiggy,https://tracxn.com/d/companies/swiggy/__8L46lNfjqGM9DHz7xSR4zs7iWwa57QNKLZaVbfNa3T4,India,"Online platform for food ordering, grocery and parcel delivery. It is an online platform that offers food and grocery delivery services, partnering with restaurants and stores. It also provides table booking services through dineout.The platform enables users to discover restaurants, dine in, and order food. It allows users to order groceries such as fruits, vegetables, beverages, meat, seafood, and more. It also allows users to deliver parcels for different locations.","Swiggy joined the Unicorn Club on Jun 20, 2018 after raising a $210M Series G funding round led by , , valuing it at $1.26B.",2018-06-20,2018,logistics_tech,bangalore,Public,2014,4 years 5 months,53,DST Global,Food Tech,Online Grocery,"Food Tech, Online Grocery",3.62,,11600.0,4658.0,"Series K, Aug 28, 2024",Series K,2024,,"Swiggy is an Indian unicorn startup. It operates in the logistics_tech sector. It is based in Bangalore. Current stage: Public. Online platform for food ordering, grocery and parcel delivery. It is an online platform that offers food and grocery delivery services, partnering with restaurants and stores. It also provides table booking services through dineout.The platform enables users to discover restaurants, dine in, and order food. It allows users to order groceries such as fruits, vegetables, beverages, meat, seafood, and more. It also allows users to deliver parcels for different locations. Swiggy joined the Unicorn Club on Jun 20, 2018 after raising a $210M Series G funding round led by , , valuing it at $1.26B. Founded in 2014. Time taken to reach unicorn status: 4 years 5 months. Joined the unicorn club on 2018-06-20. Became a unicorn in 2018. Investors include Food Tech, Online Grocery, latest round led by DST Global. Valuation: 3.62 billion USD. Annual revenue: 11600.0 crore INR. It employs approximately 4658 people. Latest funding round: Series K. The round took place in 2024."
12,BYJU'S,https://tracxn.com/d/companies/byjus/__l-UnVupvS_w3V4YkX2Ybg0GZinK5n5EeyxDd_1v-olI,India,"Online learning platform offering educational programs and resources for students. It is an online learning platform that provides learning programs and classes for students of various ages and grades. The company offers personalized learning experiences through video lessons and content, catering to students diverse learning needs. It also provides school-based courses for students. It offers tailored learning experiences through engaging video lessons and individualized study plans. It also offers live online classes, allowing students to interact with teachers and receive doubt resolution.","BYJU'S joined the Unicorn Club on Mar 14, 2018",2018-03-14,2018,k-12_edtech,bangalore,Series F,2011,7 years 2 months,86,,Test Preparation Tech,CPP Investments,"Test Preparation Tech, CPP Investments",4.45,,1092.0,4.0,"Conventional Debt, May 12, 2023, $250M",Conventional Debt,2023,250.0,"BYJU'S is an Indian unicorn startup. It operates in the k-12_edtech sector. It is based in Bangalore. Current stage: Series F. Online learning platform offering educational programs and resources for students. It is an online learning platform that provides learning programs and classes for students of various ages and grades. The company offers personalized learning experiences through video lessons and content, catering to students diverse learning needs. It also provides school-based courses for students. It offers tailored learning experiences through engaging video lessons and individualized study plans. It also offers live online classes, allowing students to interact with teachers and receive doubt resolution. BYJU'S joined the Unicorn Club on Mar 14, 2018 Founded in 2011. Time taken to reach unicorn status: 7 years 2 months. Joined the unicorn club on 2018-03-14. Became a unicorn in 2018. Investors include Test Preparation Tech, CPP Investments. Valuation: 4.45 billion USD. Annual revenue: 1092.0 crore INR. It employs approximately 4 people. Latest funding round: Conventional Debt. The round took place in 2023. Round amount: 250.0 million USD."
11,Paytm Mall,https://tracxn.com/d/companies/paytm-mall/__MEdzyZlE9aEww3uOsx7z4Q_Rx3KH5mr1l4aDZG2c0ng,India,"App-based marketplace offering multi-category consumer products. The product catalog includes electronics, beauty, personal care products, fashion, home improvements, two-wheelers, books, and more. The mobile application is available for Android and iOS users.","Paytm Mall joined the Unicorn Club on Mar 09, 2018 after raising a $453M Series E funding round led by , valuing it at $2.11B.",2018-03-09,2018,horizontal_e-commerce,bangalore,Series E,2017,1 year 2 months,14,SoftBank Group,Sapphire Ventures,SVB,"Sapphire Ventures, SVB",0.013,817.0,154.0,541.0,"Series E, Jul 17, 2019, $164M",Series E,2019,164.0,"Paytm Mall is an Indian unicorn startup. It operates in the horizontal_e-commerce sector. It is based in Bangalore. Current stage: Series E. App-based marketplace offering multi-category consumer products. The product catalog includes electronics, beauty, personal care products, fashion, home improvements, two-wheelers, books, and more. The mobile application is available for Android and iOS users. Paytm Mall joined the Unicorn Club on Mar 09, 2018 after raising a $453M Series E funding round led by , valuing it at $2.11B. Founded in 2017. Time taken to reach unicorn status: 1 year 2 months. Joined the unicorn club on 2018-03-09. Became a unicorn in 2018. Investors include Sapphire Ventures, SVB, latest round led by SoftBank Group. Valuation: 0.013 billion USD. Total funding raised: 817.0 million USD. Annual revenue: 154.0 crore INR. It employs approximately 541 people. Latest funding round: Series E. The round took place in 2019. Round amount: 164.0 million USD."
10,Zomato,https://tracxn.com/d/companies/zomato/__2jvEgmeJIRXZfZMrgik_9SLb8Bjtadw7dzpFRneP1u0,India,"Online food discovery and ordering platform from local restaurants. It is a digital marketplace platform providing users with information, menus, and reviews of restaurants and eatery establishments including food delivery options, to facilitate dining experiences and online ordering. It offers an interface and allows restaurants to register on the website with features such as menu building, manage cuisines and location and more.","Zomato joined the Unicorn Club on Feb 01, 2018 after raising a $152M Series H funding round led by , valuing it at $1.02B.",2018-02-01,2018,food_tech,gurgaon,Public,2008,10 years 1 month,121,Ant Group,Fidelity Investments,Temasek,"Fidelity Investments, Temasek",1.69,,13000.0,7536.0,"Post IPO, Nov 28, 2024, $1B",Post IPO,2024,1000.0,"Zomato is an Indian unicorn startup. It operates in the food_tech sector. It is based in Gurgaon. Current stage: Public. Online food discovery and ordering platform from local restaurants. It is a digital marketplace platform providing users with information, menus, and reviews of restaurants and eatery establishments including food delivery options, to facilitate dining experiences and online ordering. It offers an interface and allows restaurants to register on the website with features such as menu building, manage cuisines and location and more. Zomato joined the Unicorn Club on Feb 01, 2018 after raising a $152M Series H funding round led by , valuing it at $1.02B. Founded in 2008. Time taken to reach unicorn status: 10 years 1 month. Joined the unicorn club on 2018-02-01. Became a unicorn in 2018. Investors include Fidelity Investments, Temasek, latest round led by Ant Group. Valuation: 1.69 billion USD. Annual revenue: 13000.0 crore INR. It employs approximately 7536 people. Latest funding round: Post IPO. The round took place in 2024. Round amount: 1000.0 million USD."
